Brand,Date,Campaign Start Date,Campaign End Date,Publisher,Campaign Name,DCM Campaign ID,Creative Name,Consumer Target (Age),Consumer Target (Gender),Consumer Target (Ethnicity),Placement Name,DCM Placement ID,Placement Type,Unit Size,Planned Impressions, Delivered Impressions,Delivered Unique Impressions,Frequency,Delivered Clicks,CTR,% Viewable Impressions,Click to Play or Autoplay,Video Views - Total,Video Views - First Quartile,Video Views - Mid Quartile,Video Views - Third Quartile,Video Views - Completions,VCR,Cost Method,Placement Rate,Delivered Spend
Smirnoff,10/23/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_Slate_Ted Danson Seq 3x,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>ROS Sequential Targeting 3x Video Slate_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW4,,,,,,,,0,0,,,,,,,3969,,8.14,,32.31
Smirnoff,10/24/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_Slate_Ted Danson Seq 3x,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>ROS Sequential Targeting 3x Video Slate_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW4,,,,,,,,1,0.0001,,,,,,,7030,,8.14,,57.22
Smirnoff,10/25/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_Slate_Ted Danson Seq 3x,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>ROS Sequential Targeting 3x Video Slate_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW4,,,,,,,,1,0.0001,,,,,,,8475,,8.14,,68.99
Smirnoff,10/26/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_Slate_Ted Danson Seq 3x,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>ROS Sequential Targeting 3x Video Slate_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW4,,,,,,,,1,0.0002,,,,,,,6447,,8.14,,52.48
Smirnoff,10/27/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_Slate_Ted Danson Seq 3x,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>ROS Sequential Targeting 3x Video Slate_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW4,,,,,,,,0,0,,,,,,,2568,,8.14,,20.9
Smirnoff,10/28/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_Slate_Ted Danson Seq 3x,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>ROS Sequential Targeting 3x Video Slate_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW4,,,,,,,,2,0.0007,,,,,,,2852,,8.14,,23.22
Smirnoff,10/23/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,46461,,,42,0.0009,,,46461,,,,45503,0.9794,27.05,,1230.86
Smirnoff,10/24/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,83997,,,64,0.0008,,,83997,,,,82375,0.9807,27.05,,2228.24
Smirnoff,10/25/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,61188,,,40,0.0007,,,61188,,,,59907,0.9791,27.05,,1620.48
Smirnoff,10/26/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,47816,,,63,0.0013,,,47816,,,,46688,0.9764,27.05,,1262.91
Smirnoff,10/27/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,20089,,,24,0.0012,,,20089,,,,19582,0.9748,27.05,,529.69
Smirnoff,10/28/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,23665,,,18,0.0008,,,23665,,,,23088,0.9756,27.05,,624.53
Smirnoff,10/23/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,62063,,,34,0.0006,,,62063,,,,61027,0.9833,27.05,,1650.78
Smirnoff,10/24/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_Smirnoff_Quality,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,108447,,,61,0.0006,,,108447,,,,106884,0.9856,27.05,,2891.21
Smirnoff,10/25/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_Smirnoff_Quality,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,73819,,,25,0.0003,,,73819,,,,72647,0.9841,27.05,,1965.1
Smirnoff,10/26/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_Smirnoff_Quality,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,60113,,,50,0.0008,,,60113,,,,59081,0.9828,27.05,,1598.14
Smirnoff,10/27/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_Smirnoff_Quality,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,22276,,,20,0.0009,,,22276,,,,21836,0.9802,27.05,,590.66
Smirnoff,10/28/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_Smirnoff_Quality,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,25885,,,15,0.0006,,,25885,,,,25349,0.9793,27.05,,685.69
Smirnoff,10/23/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_Smirnoff_Quality,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,17413,,,21,0.0012,,,17413,,,,17041,0.9786,32.46,,553.15
Smirnoff,10/24/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_Smirnoff_Quality,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,34771,,,42,0.0012,,,34771,,,,33964,0.9768,32.46,,1102.47
Smirnoff,10/25/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE #1,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 1_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRM,,,,,18445,,,17,0.0009,,,18445,,,,18161,0.9846,32.46,,589.51
Smirnoff,10/26/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE #1,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 1_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRM,,,,,21151,,,27,0.0013,,,21151,,,,20693,0.9783,32.46,,671.69
Smirnoff,10/27/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE #1,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 1_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRM,,,,,8626,,,11,0.0013,,,8626,,,,8399,0.9737,32.46,,272.63
Smirnoff,10/28/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE #1,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 1_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRM,,,,,9148,,,5,0.0006,,,9148,,,,8944,0.9777,32.46,,290.32
Smirnoff,10/23/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE #1,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 1_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRM,,,,,16614,,,5,0.0003,,,16614,,,,16444,0.9898,32.46,,533.77
Smirnoff,10/24/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE #1,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 1_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRM,,,,,32470,,,13,0.0004,,,32470,,,,32124,0.9893,32.46,,1042.75
Smirnoff,10/25/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE #1,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 1_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRM,,,,,17872,,,4,0.0002,,,17872,,,,17722,0.9916,32.46,,575.26
Smirnoff,10/26/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,02_VC_Smirnoff_Quality #2,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 2_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRN,,,,,19864,,,15,0.0008,,,19864,,,,19549,0.9841,32.46,,634.56
Smirnoff,10/27/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,02_VC_Smirnoff_Quality #2,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 2_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRN,,,,,8087,,,7,0.0009,,,8087,,,,8007,0.9901,32.46,,259.91
Smirnoff,10/28/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,02_VC_Smirnoff_Quality #2,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 2_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRN,,,,,8723,,,3,0.0003,,,8723,,,,8636,0.99,32.46,,280.32
Smirnoff,10/23/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,02_VC_Smirnoff_Quality #2,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 2_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRN,,,,,15071,,,3,0.0002,,,15071,,,,14885,0.9877,32.46,,483.17
Smirnoff,10/24/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,02_VC_Smirnoff_Quality #2,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 2_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRN,,,,,29256,,,10,0.0003,,,29256,,,,28906,0.988,32.46,,938.29
Smirnoff,10/25/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,02_VC_Smirnoff_Quality #2,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 2_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRN,,,,,16929,,,7,0.0004,,,16929,,,,16764,0.9903,32.46,,544.16
Smirnoff,10/26/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,02_VC_Smirnoff_Quality #2,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 2_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRN,,,,,18445,,,8,0.0004,,,18445,,,,18131,0.983,32.46,,588.53
Smirnoff,10/27/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,03_VC_Smirnoff_America #3,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 3_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRP,,,,,7325,,,1,0.0001,,,7325,,,,7239,0.9883,32.46,,234.98
Smirnoff,10/28/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,03_VC_Smirnoff_America #3,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 3_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRP,,,,,8085,,,4,0.0005,,,8085,,,,7977,0.9866,32.46,,258.93
Smirnoff,10/23/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,03_VC_Smirnoff_America #3,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 3_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRP,,,,,3626,,,0,0,,,3626,,,,3558,0.9812,35.71,,127.06
Smirnoff,10/24/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,03_VC_Smirnoff_America #3,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 3_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRP,,,,,6343,,,1,0.0002,,,6343,,,,6211,0.9792,35.71,,221.79
Smirnoff,10/25/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,03_VC_Smirnoff_America #3,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 3_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRP,,,,,5575,,,1,0.0002,,,5575,,,,5501,0.9867,35.71,,196.44
Smirnoff,10/26/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,03_VC_Smirnoff_America #3,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 3_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRP,,,,,5850,,,1,0.0002,,,5850,,,,5740,0.9812,35.71,,204.98
Smirnoff,10/27/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,03_VC_Smirnoff_America #3,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting Video 3_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PK6CRP,,,,,2296,,,0,0,,,2296,,,,2260,0.9843,35.71,,80.7
Smirnoff,10/28/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE #1,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>ROS Sequential Targeting 3x Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW3,,,,,2524,,,0,0,,,2524,,,,2479,0.9822,35.71,,88.53
Smirnoff,10/23/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE #1,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>ROS Sequential Targeting 3x Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW3,,,,,3450,,,3,0.0009,,,3450,,,,3424,0.9925,35.71,,122.27
Smirnoff,10/24/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE #1,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>ROS Sequential Targeting 3x Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW3,,,,,6044,,,3,0.0005,,,6044,,,,6014,0.995,35.71,,214.76
Smirnoff,10/25/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE #1,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>ROS Sequential Targeting 3x Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW3,,,,,5409,,,0,0,,,5409,,,,5382,0.995,35.71,,192.19
Smirnoff,10/26/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE #1,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>ROS Sequential Targeting 3x Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW3,,,,,5608,,,0,0,,,5608,,,,5574,0.9939,35.71,,199.05
Smirnoff,10/27/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE #1,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>ROS Sequential Targeting 3x Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW3,,,,,2224,,,1,0.0005,,,2224,,,,2202,0.9901,35.71,,78.63
Smirnoff,10/28/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE #1,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>ROS Sequential Targeting 3x Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW3,,,,,2454,,,0,0,,,2454,,,,2446,0.9967,35.71,,87.35
Smirnoff,10/23/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,03_VC_Smirnoff_America #3,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting 3x Video Slate_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFVX,,,,,3206,,,1,0.0003,,,3206,,,,3188,0.9944,35.71,,113.84
Smirnoff,10/24/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,03_VC_Smirnoff_America #3,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting 3x Video Slate_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFVX,,,,,5656,,,0,0,,,5656,,,,5609,0.9917,35.71,,200.3
Smirnoff,10/25/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,03_VC_Smirnoff_America #3,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting 3x Video Slate_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFVX,,,,,5229,,,0,0,,,5229,,,,5211,0.9966,35.71,,186.08
Smirnoff,10/26/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,03_VC_Smirnoff_America #3,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting 3x Video Slate_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFVX,,,,,5378,,,0,0,,,5378,,,,5340,0.9929,35.71,,190.69
Smirnoff,10/27/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,03_VC_Smirnoff_America #3,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting 3x Video Slate_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFVX,,,,,2063,,,0,0,,,2063,,,,2054,0.9956,35.71,,73.35
Smirnoff,10/28/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,03_VC_Smirnoff_America #3,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting 3x Video Slate_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFVX,,,,,2351,,,0,0,,,2351,,,,2335,0.9932,35.71,,83.38
Smirnoff,10/29/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,03_VC_Smirnoff_America #3,,,,HULU.COM>Run of Site>N/A (:15s)>SS>Video Player:  Short Form>Multiple Devices>Sequential Targeting 3x Video Slate_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFVX,,,,,24716,,,23,0.001,,,24716,,,,24179,0.9783,27.05,,654.04
Smirnoff,10/30/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,36957,,,33,0.0009,,,36957,,,,36326,0.9829,27.05,,982.62
Smirnoff,10/31/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,64395,,,47,0.0007,,,64395,,,,63042,0.979,27.05,,1705.29
Smirnoff,10/29/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,26379,,,18,0.0007,,,26379,,,,25894,0.9816,27.05,,700.43
Smirnoff,10/30/2017,10/1/2017,12/31/2017,Hulu,DAN_Carat_Smirnoff_INT Ted Danson_Seq 3x_10/1-12/31,,01_VC_LIQUORSTORE,,,,HULU.COM>Run of Site>N/A (:30s)>SS>Video Player:  Short Form>Multiple Devices>A21-64 Video Commercial_|US-General-General-Hulu-In-Stream-Video-General-TBD-EN-General>PJVFW0,,,,,44618,,,32,0.0007,,,44618,,,,43976,0.9856,27.05,,1189.55
